id,x,y
IMG4355_2,39.41932192,-14.41728035
IMG4356_2,0.819321919,-73.31728035
IMG4357_5,-58.78067808,34.68271965
IMG4358_2,63.41932192,-65.31728035
IMG4359_3,-55.08067808,25.28271965
IMG4360_4,-55.98067808,17.78271965
IMG4361_4,6.419321919,-64.31728035
IMG4362_2,35.31932192,-26.91728035
IMG4363_2,-10.38067808,36.68271965
IMG4364_1,63.51932192,-55.41728035
IMG4365_4,43.81932192,-1.01728035
IMG4366_1,-3.880678082,-43.31728035
IMG4367_1,56.11932192,-70.21728035
IMG4368_2,5.519321918,22.68271965
IMG4369_4,56.71932192,-14.61728035
IMG4370_4,-54.98067808,20.78271965
IMG4371_1,49.81932192,-32.71728035
IMG4372_3,-95.48067808,107.9827196
IMG4373_1,38.91932192,4.38271965
IMG4374_3,19.01932192,5.58271965
IMG4375_3,48.81932192,10.38271965
IMG4376_2,23.21932192,-3.81728035
IMG4377_1,78.51932192,-24.61728035
IMG4378_3,33.01932192,3.88271965
IMG4379_2,20.91932192,-0.61728035
IMG4380_4,47.81932192,3.28271965
IMG4381_5,13.11932192,-59.41728035
IMG4382_4,51.91932192,-28.91728035
IMG4383_3,-11.78067808,27.48271965
IMG4384_3,53.71932192,-62.91728035
IMG4385_4,21.21932192,-66.31728035
IMG4386_3,27.91932192,-78.01728035
IMG4387_1,-97.68067808,96.08271965
IMG4388_5,9.819321919,31.38271965
IMG4389_5,-72.48067808,35.78271965
IMG4390_3,31.81932192,4.78271965
IMG4391_5,4.219321919,40.88271965
IMG4392_1,-85.38067808,56.68271965
IMG4393_4,24.31932192,-66.71728035
IMG4394_4,-104.7806781,25.48271965
IMG4395_4,54.81932192,-13.61728035
IMG4396_3,-51.38067808,30.08271965
IMG4397_4,-17.68067808,19.08271965
IMG4398_3,21.71932192,-79.61728035
IMG4399_1,44.21932192,-19.31728035
IMG4400_5,-135.8806781,100.1827196
IMG4401_4,44.31932192,-51.61728035
IMG4402_3,-31.38067808,15.08271965
IMG4403_4,52.71932192,-1.21728035
IMG4404_2,-5.680678082,28.38271965
IMG4405_4,-68.98067808,57.58271965
IMG4406_2,57.91932192,-66.21728035
IMG4407_1,14.41932192,27.88271965
IMG4408_4,44.51932192,8.58271965
IMG4409_2,46.31932192,-53.81728035
IMG4410_1,43.81932192,-65.21728035
IMG4411_5,3.019321919,25.58271965
IMG4412_2,-2.380678082,32.88271965
IMG4413_4,11.51932192,15.88271965
IMG4414_2,-81.48067808,59.18271965
IMG4415_2,-100.3806781,24.18271965
IMG4416_5,26.41932192,-3.41728035
IMG4417_4,-5.080678082,-27.01728035
IMG4418_5,-11.78067808,27.48271965
IMG4419_3,-8.980678082,35.48271965
IMG4420_1,66.91932192,-28.21728035
IMG4421_1,48.51932192,2.58271965
IMG4422_2,-47.48067808,-3.91728035
IMG4423_4,-122.4806781,103.3827196
IMG4424_2,46.41932192,-65.21728035
IMG4425_3,52.71932192,2.78271965
IMG4426_5,42.71932192,-19.51728035
IMG4427_3,-122.4806781,103.3827196
IMG4428_5,10.11932192,-65.91728035
IMG4429_2,5.219321919,-64.81728035
IMG4430_4,45.01932192,7.48271965
IMG4431_1,12.71932192,-43.01728035
IMG4432_3,-8.980678082,35.48271965
IMG4433_5,-96.28067808,14.08271965
IMG4434_3,-126.3806781,89.08271965
IMG4435_5,53.81932192,-47.21728035
IMG4436_5,35.61932192,-22.31728035
IMG4437_3,2.519321919,39.88271965
IMG4438_2,17.71932192,-60.61728035
IMG4439_4,43.31932192,9.98271965
IMG4440_4,-103.9806781,95.78271965
IMG4441_3,-124.1806781,117.4827197
IMG4442_5,57.71932192,-53.81728035
IMG4443_4,46.51932192,-17.41728035
IMG4444_5,-99.88067808,35.08271965
IMG4445_3,16.61932192,-37.11728035
IMG4446_5,-6.380678082,37.98271965
IMG4447_4,24.31932192,-66.81728035
IMG4448_3,-163.7806781,78.38271965
IMG4449_3,13.61932192,26.18271965
IMG4450_3,20.91932192,-0.61728035
IMG4451_2,34.81932192,4.78271965
IMG4452_1,11.81932192,-67.21728035
IMG4453_2,-95.78067808,97.18271965
IMG4454_2,-88.98067808,101.1827196
IMG4455_3,-1.880678082,32.68271965
IMG4456_2,35.81932192,-23.71728035
IMG4457_3,-33.68067808,29.98271965
IMG4458_1,-43.38067808,44.68271965
IMG4459_3,-49.88067808,36.28271965
IMG4460_1,33.01932192,-26.91728035
IMG4461_3,18.51932192,27.28271965
IMG4462_3,47.41932192,-53.71728035
IMG4463_1,29.81932192,-73.41728035
IMG4464_3,-42.48067808,1.18271965
IMG4465_3,-147.0806781,11.88271965
IMG4466_1,54.01932192,-2.21728035
IMG4467_4,73.61932192,-36.11728035
IMG4468_3,-143.8806781,97.38271965
IMG4469_4,-68.18067808,95.98271965
IMG4470_1,47.51932192,-52.71728035
IMG4471_5,66.21932192,-63.71728035
IMG4472_2,-72.48067808,35.78271965
IMG4473_1,4.219321919,24.08271965
IMG4474_4,55.41932192,-48.31728035
IMG4475_4,-92.18067808,99.08271965
IMG4476_4,48.01932192,1.18271965
IMG4477_2,-158.3806781,19.78271965
IMG4478_2,24.11932192,22.38271965
IMG4479_5,-152.1806781,85.38271965
IMG4480_2,-48.48067808,-1.91728035
IMG4481_2,6.619321918,38.38271965
IMG4482_3,-109.0806781,85.28271965
IMG4483_1,31.41932192,-74.61728035
IMG4484_2,64.41932192,-65.91728035
IMG4485_3,79.31932192,-48.11728035
IMG4486_2,30.01932192,-42.51728035
IMG4487_4,67.21932192,-29.01728035
IMG4488_4,25.61932192,-5.91728035
IMG4489_5,46.81932192,-53.01728035
IMG4490_1,6.619321918,38.38271965
IMG4491_3,-4.080678082,25.18271965
IMG4492_4,45.51932192,-22.71728035
IMG4493_3,39.81932192,4.18271965
IMG4494_5,7.819321918,-63.61728035
IMG4495_2,-136.5806781,38.38271965
IMG4496_5,-28.28067808,41.88271965
IMG4497_1,-118.1806781,97.98271965
IMG4498_3,31.71932192,-23.31728035
IMG4499_3,-1.880678082,32.68271965
IMG4500_3,51.81932192,-66.71728035
IMG4501_5,5.619321918,-69.21728035
IMG4502_2,-35.58067808,45.38271965
IMG4503_3,16.11932192,9.48271965
IMG4504_3,66.11932192,-41.51728035
IMG4505_4,44.81932192,-81.71728035
IMG4506_4,-105.7806781,87.58271965
IMG4507_3,31.11932192,-74.91728035
IMG4508_2,10.11932192,-65.91728035
IMG4509_2,22.01932192,-71.71728035
IMG4510_5,14.81932192,32.78271965
IMG4511_3,43.31932192,-19.81728035
IMG4512_2,-95.28067808,61.48271965
IMG4513_1,17.51932192,-4.417280351
IMG4514_2,73.61932192,-35.51728035
IMG4515_1,-83.38067808,57.98271965
IMG4516_2,8.219321919,41.48271965
IMG4517_2,62.21932192,-47.41728035
IMG4518_2,0.919321919,27.88271965
IMG4519_5,58.81932192,-69.61728035
IMG4520_5,-135.8806781,100.1827196
IMG4521_2,55.31932192,-16.71728035
IMG4522_4,46.71932192,-65.71728035
IMG4523_2,37.31932192,7.88271965
IMG4524_2,-141.8806781,98.48271965
IMG4525_3,19.81932192,-68.81728035
IMG4526_5,21.21932192,-70.11728035
IMG4527_3,45.41932192,2.38271965
IMG4528_4,45.01932192,-51.51728035
IMG4529_2,54.01932192,-48.71728035
IMG4530_3,54.81932192,-18.01728035
IMG4531_1,-38.18067808,55.58271965
IMG4532_4,21.91932192,2.38271965
IMG4533_3,37.51932192,-26.81728035
IMG4534_5,64.51932192,-28.31728035
IMG4535_3,9.619321918,6.48271965
IMG4536_5,11.81932192,-64.21728035
IMG4537_2,45.01932192,-51.51728035
IMG4538_4,81.21932192,-33.21728035
IMG4539_1,41.31932192,9.68271965
IMG4540_3,2.519321919,-61.11728035
IMG4541_3,7.119321918,20.68271965
IMG4542_1,13.81932192,-75.51728035
IMG4543_1,-78.28067808,139.3827196
IMG4544_3,-95.98067808,11.78271965
IMG4545_5,16.91932192,-71.01728035
IMG4546_1,36.41932192,-23.61728035
IMG4547_5,53.21932192,-52.91728035
IMG4548_5,49.41932192,-0.51728035
IMG4549_1,53.81932192,-47.21728035
IMG4550_4,-85.98067808,115.7827197
IMG4551_4,-90.88067808,13.38271965
IMG4552_2,32.11932192,-75.71728035
IMG4553_1,20.01932192,-60.71728035
IMG4554_5,-132.3806781,111.0827196
IMG4555_5,6.519321919,-8.41728035
IMG4556_3,16.91932192,13.68271965
IMG4557_2,-121.9806781,83.88271965
IMG4558_2,21.81932192,21.38271965
IMG4559_4,-138.0806781,107.3827196
IMG4560_2,36.41932192,-23.61728035
IMG4561_4,43.61932192,8.08271965
IMG4562_5,43.81932192,8.08271965
IMG4563_1,-132.3806781,111.0827196
IMG4564_5,-53.58067808,37.78271965
IMG4565_4,-122.2806781,26.88271965
IMG4566_3,45.41932192,2.38271965
IMG4567_1,-111.6806781,114.3827197
IMG4568_2,-156.6806781,11.38271965
IMG4569_3,-27.38067808,28.98271965
IMG4570_1,-33.08067808,41.98271965
IMG4571_4,-98.88067808,41.38271965
IMG4572_1,-91.38067808,136.9827196
IMG4573_5,42.71932192,-54.21728035
IMG4574_2,89.21932192,-35.11728035
IMG4575_1,-38.18067808,55.58271965
IMG4576_2,78.41932192,-41.81728035
IMG4577_3,48.41932192,-8.71728035
IMG4578_3,10.91932192,37.38271965
IMG4579_4,54.81932192,-13.61728035
IMG4580_1,7.619321919,-54.31728035
IMG4581_2,2.419321919,29.58271965
IMG4582_5,-17.68067808,19.08271965
IMG4583_1,-65.28067808,42.08271965
IMG4584_2,59.51932192,-59.11728035
IMG4585_5,-59.98067808,38.08271965
IMG4586_3,7.219321918,22.38271965
IMG4587_4,10.21932192,-54.01728035
IMG4588_4,11.21932192,-57.31728035
IMG4589_3,32.61932192,-1.41728035
IMG4590_1,21.21932192,-66.31728035
IMG4591_1,12.91932192,29.68271965
IMG4592_5,29.71932192,-2.11728035
IMG4593_4,16.61932192,-66.41728035
IMG4594_4,-68.98067808,57.58271965
IMG4595_1,42.71932192,-54.21728035
IMG4596_4,-11.18067808,35.88271965
IMG4597_4,-65.78067808,85.08271965
IMG4598_3,-60.78067808,69.28271965
IMG4599_1,31.41932192,-74.61728035
IMG4600_5,81.11932192,-28.41728035
IMG4601_1,56.71932192,-13.31728035
IMG4602_4,-122.2806781,26.88271965
IMG4603_2,1.419321919,-64.71728035
IMG4604_5,63.61932192,-56.81728035
IMG4605_2,-124.6806781,93.88271965
IMG4606_3,-125.7806781,39.08271965
IMG4607_2,47.51932192,-52.71728035
IMG4608_5,58.81932192,-15.11728035
IMG4609_3,-3.880678082,34.08271965
IMG4610_1,59.01932192,-17.91728035
IMG4611_5,-35.58067808,45.38271965
IMG4612_3,-154.4806781,16.58271965
IMG4613_3,44.91932192,11.88271965
IMG4614_4,-5.680678082,24.98271965
IMG4615_1,56.11932192,-51.11728035
IMG4616_5,-47.28067808,48.28271965
IMG4617_2,5.519321918,-63.71728035
IMG4618_5,-95.08067808,50.98271965
IMG4619_5,32.01932192,-26.71728035
IMG4620_1,19.01932192,-48.41728035
IMG4621_1,6.619321918,38.38271965
IMG4622_1,-26.18067808,8.98271965
IMG4623_2,31.81932192,4.78271965
IMG4624_4,57.61932192,-14.21728035
IMG4625_2,-163.7806781,78.38271965
IMG4626_3,51.11932192,7.08271965
IMG4627_3,8.419321918,18.88271965
IMG4628_2,10.21932192,-54.01728035
IMG4629_3,-99.08067808,32.08271965
IMG4630_1,-3.680678081,25.48271965
IMG4631_2,74.11932192,-25.61728035
IMG4632_2,40.51932192,5.18271965
IMG4633_3,-10.18067808,-25.01728035
IMG4634_3,26.71932192,-15.31728035
IMG4635_3,51.31932192,-24.61728035
IMG4636_3,89.21932192,-35.11728035
IMG4637_1,29.71932192,-2.11728035
IMG4638_3,-147.3806781,6.282719649
IMG4639_2,-103.3806781,39.38271965
IMG4640_2,-28.88067808,51.68271965
IMG4641_2,69.01932192,-34.71728035
IMG4642_4,54.81932192,-18.01728035
IMG4643_2,-104.7806781,25.48271965
IMG4644_5,44.91932192,12.68271965
IMG4645_4,28.21932192,-12.31728035
IMG4646_2,-119.6806781,47.98271965
IMG4647_4,-4.380678082,32.18271965
IMG4648_2,42.71932192,-19.51728035
IMG4649_1,58.71932192,-56.71728035
IMG4650_4,42.71932192,-54.21728035
IMG4651_3,10.31932192,36.28271965
IMG4652_1,15.91932192,-61.51728035
IMG4653_3,-54.78067808,34.58271965
IMG4654_4,18.81932192,20.58271965
IMG4655_3,13.91932192,28.38271965
IMG4656_2,71.21932192,-33.91728035
IMG4657_5,-58.38067808,39.08271965
IMG4658_4,60.41932192,-68.31728035
IMG4659_2,55.01932192,-69.21728035
IMG4660_5,-19.58067808,32.08271965
IMG4661_3,-49.08067808,9.18271965
IMG4662_2,20.71932192,25.08271965
IMG4663_2,44.71932192,9.78271965
IMG4664_3,-26.98067808,53.08271965
IMG4665_4,17.71932192,-60.61728035
IMG4666_2,56.91932192,-69.11728035
IMG4667_1,54.41932192,3.28271965
IMG4668_4,32.01932192,-26.71728035
IMG4669_2,20.41932192,-65.81728035
IMG4670_3,-1.280678082,36.88271965
IMG4671_4,-150.2806781,3.58271965
IMG4672_2,82.71932192,-23.21728035
IMG4673_1,-109.0806781,85.28271965
IMG4674_3,54.01932192,-48.71728035
IMG4675_2,59.91932192,-55.11728035
IMG4676_2,32.21932192,-24.21728035
IMG4677_2,-98.88067808,138.7827196
IMG4678_1,-52.38067808,56.88271965
IMG4679_2,36.11932192,1.88271965
IMG4680_1,-19.58067808,32.08271965
IMG4681_4,50.21932192,-18.51728035
IMG4682_2,9.719321919,39.08271965
IMG4683_4,56.01932192,-16.71728035
IMG4684_1,-68.98067808,57.58271965
IMG4685_2,-81.48067808,59.18271965
IMG4686_1,64.11932192,-63.51728035
IMG4687_3,17.51932192,-70.61728035
IMG4688_2,-127.7806781,104.9827196
IMG4689_4,-33.08067808,41.98271965
IMG4690_3,-38.28067808,44.28271965
IMG4691_2,-4.180678081,31.28271965
IMG4692_1,-56.18067808,0.18271965
IMG4693_5,-144.2806781,7.382719649
IMG4694_2,63.81932192,-27.51728035
IMG4695_1,25.41932192,-8.01728035
IMG4696_1,26.51932192,-68.11728035
IMG4697_2,56.71932192,-13.31728035
IMG4698_4,10.31932192,-72.41728035
IMG4699_1,42.51932192,-12.01728035
IMG4700_5,5.119321918,-68.31728035
IMG4701_4,-2.680678081,-66.21728035
IMG4702_4,37.71932192,-42.91728035
IMG4703_1,19.41932192,-65.21728035
IMG4704_3,-108.6806781,122.0827196
IMG4705_4,17.01932192,-64.91728035
IMG4706_5,52.41932192,-49.11728035
IMG4707_2,11.81932192,-64.21728035
IMG4708_1,67.41932192,-63.01728035
IMG4709_5,-119.8806781,44.78271965
IMG4710_3,21.11932192,-70.01728035
IMG4711_4,-59.98067808,38.08271965
IMG4712_3,21.21932192,-66.31728035
IMG4713_3,7.419321918,19.98271965
IMG4714_3,44.01932192,-11.11728035
IMG4715_2,-118.3806781,68.38271965
IMG4716_1,-55.08067808,25.28271965
IMG4717_4,14.31932192,-61.81728035
IMG4718_2,48.51932192,2.58271965
IMG4719_5,38.91932192,4.38271965
IMG4720_1,-2.480678081,-71.91728035
IMG4721_3,3.519321919,-68.71728035
IMG4722_2,-51.68067808,46.08271965
IMG4723_1,55.71932192,-54.61728035
IMG4724_3,83.61932192,-31.81728035
IMG4725_1,46.41932192,-65.21728035
IMG4726_2,-49.68067808,18.48271965
IMG4727_4,-87.68067808,125.3827196
IMG4728_1,-9.280678081,28.78271965
IMG4729_4,-50.88067808,14.28271965
IMG4730_3,54.91932192,-5.11728035
IMG4731_2,59.41932192,-57.71728035
IMG4732_3,42.11932192,8.78271965
IMG4733_4,36.81932192,3.88271965
IMG4734_5,21.81932192,21.38271965
IMG4735_3,69.01932192,-34.71728035
IMG4736_2,-119.5806781,102.1827196
IMG4737_5,28.61932192,-70.01728035
IMG4738_2,-20.98067808,26.18271965
IMG4739_3,21.01932192,-63.91728035
IMG4740_1,71.31932192,-31.61728035
IMG4741_4,0.019321918,35.28271965
IMG4742_4,5.719321918,-67.41728035
IMG4743_5,-22.38067808,27.68271965
IMG4744_4,44.81932192,-23.11728035
IMG4745_1,-54.08067808,59.58271965
IMG4746_2,-40.48067808,22.18271965
IMG4747_2,4.219321919,24.08271965
IMG4748_4,70.61932192,-35.71728035
IMG4749_1,-144.9806781,4.48271965
IMG4750_3,30.81932192,-25.51728035
IMG4751_2,-26.18067808,8.98271965
IMG4752_4,56.11932192,-70.21728035
IMG4753_2,44.81932192,-21.21728035
IMG4754_4,-28.28067808,41.88271965
IMG4755_2,56.41932192,-52.21728035
IMG4756_2,44.31932192,-53.81728035
IMG4757_3,56.11932192,-51.11728035
IMG4758_5,24.61932192,-76.41728035
IMG4759_5,-17.78067808,4.882719649
IMG4760_2,-87.68067808,125.3827196
IMG4761_3,-34.28067808,57.78271965
IMG4762_1,6.619321918,38.38271965
IMG4763_4,51.91932192,3.68271965
IMG4764_4,61.51932192,-60.51728035
IMG4765_5,47.91932192,-20.71728035
IMG4766_4,42.41932192,4.08271965
IMG4767_5,-107.2806781,90.38271965
IMG4768_2,-140.2806781,60.58271965
IMG4769_1,-60.88067808,31.28271965
IMG4770_1,43.71932192,-52.31728035
IMG4771_4,-11.68067808,-21.11728035
IMG4772_3,-124.4806781,113.0827196
IMG4773_1,-38.28067808,44.28271965
IMG4774_2,71.21932192,-33.91728035
IMG4775_2,-3.380678082,-68.31728035
IMG4776_4,59.41932192,-13.41728035
IMG4777_2,19.11932192,-60.91728035
IMG4778_1,8.419321918,18.88271965
IMG4779_3,28.21932192,-12.31728035
IMG4780_1,-95.28067808,37.28271965
IMG4781_1,54.81932192,-46.11728035
IMG4782_2,-5.580678082,23.08271965
IMG4783_2,12.21932192,37.08271965
IMG4784_1,34.31932192,-27.41728035
IMG4785_2,-22.68067808,35.98271965
IMG4786_5,-90.88067808,13.38271965
IMG4787_4,-135.8806781,100.1827196
IMG4788_2,68.41932192,-32.91728035
IMG4789_2,63.41932192,-57.31728035
IMG4790_4,-98.88067808,41.38271965
IMG4791_5,43.81932192,-65.21728035
IMG4792_3,-11.98067808,-6.117280351
IMG4793_1,2.419321919,29.58271965
IMG4794_4,-83.58067808,120.0827196
IMG4795_2,-4.380678082,32.18271965
IMG4796_5,57.01932192,-53.21728035
IMG4797_4,1.819321919,-72.11728035
IMG4798_1,48.51932192,2.58271965
IMG4799_1,-94.68067808,101.5827196
IMG4800_3,28.21932192,-12.31728035
IMG4801_2,56.11932192,-51.11728035
IMG4802_3,23.21932192,-3.81728035
IMG4803_5,19.21932192,27.68271965
IMG4804_2,48.81932192,10.38271965
IMG4805_5,64.41932192,-65.91728035
IMG4806_1,4.219321919,24.08271965
IMG4807_5,-52.38067808,2.98271965
IMG4808_2,22.51932192,23.78271965
IMG4809_3,-14.98067808,-2.717280351
IMG4810_1,9.719321919,-26.21728035
IMG4811_3,11.51932192,-5.817280351
IMG4812_4,10.01932192,-58.01728035
IMG4813_3,-130.4806781,67.58271965
IMG4814_1,68.41932192,-32.91728035
IMG4815_5,-154.4806781,16.58271965
IMG4816_2,52.71932192,-1.21728035
IMG4817_5,-22.68067808,28.38271965
IMG4818_2,-5.680678082,24.98271965
IMG4819_1,-134.6806781,78.48271965
IMG4820_4,-65.08067808,32.38271965
IMG4821_1,62.31932192,-22.01728035
IMG4822_2,46.91932192,-51.51728035
IMG4823_2,43.31932192,-19.51728035
IMG4824_1,-126.3806781,89.08271965
IMG4825_4,-5.080678082,-27.01728035
IMG4826_3,0.419321918,-66.71728035
IMG4827_2,42.51932192,-12.01728035
IMG4828_4,48.31932192,-16.41728035
IMG4829_4,10.01932192,-58.01728035
IMG4830_4,45.01932192,7.48271965
IMG4831_1,18.51932192,24.78271965
IMG4832_4,-9.280678081,28.78271965
IMG4833_5,20.11932192,19.18271965
IMG4834_3,46.91932192,4.38271965
IMG4835_2,24.71932192,-80.01728035
IMG4836_4,10.01932192,-65.21728035
IMG4837_2,11.51932192,15.88271965
IMG4838_2,-3.880678082,34.08271965
IMG4839_2,60.01932192,-67.01728035
IMG4840_2,73.61932192,-35.51728035
IMG4841_4,-60.78067808,69.28271965
IMG4842_5,53.71932192,-12.11728035
IMG4843_1,10.31932192,34.38271965
IMG4844_4,40.71932192,10.28271965
IMG4845_5,-127.7806781,97.48271965
IMG4846_5,54.01932192,-11.91728035
IMG4847_3,-150.3806781,10.88271965
IMG4848_2,16.61932192,-66.41728035
IMG4849_4,-32.48067808,21.58271965
IMG4850_1,51.71932192,-48.41728035
IMG4851_4,18.01932192,-42.81728035
IMG4852_1,48.31932192,-16.41728035
IMG4853_4,17.41932192,-65.81728035
IMG4854_1,-100.3806781,24.18271965
IMG4855_4,15.91932192,-61.51728035
IMG4856_5,-78.28067808,139.3827196
IMG4857_4,46.61932192,-19.41728035
IMG4858_3,-73.88067808,123.5827196
IMG4859_1,32.71932192,2.48271965
IMG4860_5,-127.7806781,97.48271965
IMG4861_4,45.21932192,5.68271965
IMG4862_3,-26.18067808,8.98271965
IMG4863_2,62.21932192,-47.41728035
IMG4864_5,-94.68067808,136.7827196
IMG4865_2,-5.580678082,23.08271965
IMG4866_3,-5.580678082,21.18271965
IMG4867_5,51.81932192,-66.71728035
IMG4868_3,20.01932192,-2.717280351
IMG4869_5,63.41932192,-35.91728035
IMG4870_4,10.01932192,34.28271965
IMG4871_1,37.01932192,-15.81728035
IMG4872_1,13.11932192,-59.41728035
IMG4873_5,-72.48067808,35.78271965
IMG4874_3,24.11932192,22.38271965
IMG4875_3,24.61932192,-56.31728035
IMG4876_3,22.51932192,23.78271965
IMG4877_5,-68.98067808,57.58271965
IMG4878_1,9.719321919,-26.21728035
IMG4879_5,50.51932192,-17.51728035
IMG4880_1,33.51932192,-22.01728035
IMG4881_4,-22.38067808,27.68271965
IMG4882_5,-22.68067808,28.38271965
IMG4883_2,66.01932192,-26.51728035
IMG4884_1,39.51932192,4.48271965
IMG4885_5,47.71932192,-15.41728035
IMG4886_1,-33.08067808,-11.21728035
IMG4887_3,31.11932192,-74.91728035
IMG4888_3,-19.38067808,23.18271965
IMG4889_5,54.01932192,-2.21728035
IMG4890_1,-0.780678081,-21.31728035
IMG4891_5,42.51932192,10.88271965
IMG4892_3,38.21932192,3.98271965
IMG4893_2,30.01932192,-42.51728035
IMG4894_1,44.51932192,8.58271965
IMG4895_5,69.21932192,-32.41728035
IMG4896_1,51.91932192,1.68271965
IMG4897_1,12.51932192,-61.71728035
IMG4898_5,-132.4806781,75.88271965
IMG4899_3,44.31932192,-79.11728035
IMG4900_4,-63.48067808,80.18271965
IMG4901_5,9.419321918,33.58271965
IMG4902_2,-11.18067808,35.88271965
IMG4903_2,3.419321918,30.58271965
IMG4904_4,-31.28067808,38.98271965
IMG4905_2,42.51932192,-12.01728035
IMG4906_3,55.41932192,-48.31728035
IMG4907_3,-91.48067808,133.5827196
IMG4908_3,41.11932192,-42.51728035
IMG4909_5,69.01932192,-34.71728035
IMG4910_2,68.01932192,-63.61728035
IMG4911_5,-91.38067808,136.9827196
IMG4912_5,35.81932192,-23.71728035
IMG4913_3,64.11932192,-60.41728035
IMG4914_5,-50.88067808,8.08271965
IMG4915_2,-29.58067808,37.58271965
IMG4916_3,-119.5806781,102.1827196
IMG4917_3,20.01932192,27.08271965
IMG4918_3,42.71932192,10.98271965
IMG4919_4,43.31932192,9.98271965
IMG4920_4,-0.680678082,-68.61728035
IMG4921_1,-5.380678081,28.98271965
IMG4922_4,17.51932192,-70.61728035
IMG4923_2,14.71932192,25.48271965
IMG4924_4,-123.9806781,40.38271965
IMG4925_5,60.41932192,-53.41728035
IMG4926_5,31.21932192,2.98271965
IMG4927_1,14.21932192,30.88271965
IMG4928_3,79.31932192,-48.11728035
IMG4929_5,9.319321919,-57.41728035
IMG4930_4,-2.680678081,7.08271965
IMG4931_3,-121.2806781,119.8827196
IMG4932_2,-127.7806781,97.48271965
IMG4933_3,-9.280678081,28.78271965
IMG4934_5,19.71932192,-67.51728035
IMG4935_4,11.71932192,29.58271965
IMG4936_5,-121.6806781,38.68271965
IMG4937_5,55.21932192,-46.91728035
IMG4938_5,49.81932192,-48.81728035
IMG4939_1,-61.48067808,65.88271965
IMG4940_5,-126.8806781,115.2827196
IMG4941_1,-3.680678081,-14.21728035
IMG4942_4,18.01932192,-42.81728035
IMG4943_3,0.019321918,35.28271965
IMG4944_1,1.019321918,34.48271965
IMG4945_5,-83.38067808,57.98271965
IMG4946_5,57.01932192,-15.51728035
IMG4947_3,50.41932192,-48.71728035
IMG4948_4,70.01932192,-27.51728035
IMG4949_2,-171.1806781,73.78271965
IMG4950_2,12.41932192,-51.71728035
IMG4951_1,6.419321919,-64.31728035
IMG4952_5,11.81932192,-64.21728035
IMG4953_3,13.31932192,26.68271965
IMG4954_5,-11.18067808,35.88271965
IMG4955_2,51.81932192,-66.71728035
IMG4956_4,55.41932192,-50.81728035
IMG4957_5,30.41932192,-73.51728035
